Timestamp,Sensor ID,Time_Sensor_ID,Latitude,Longitude,Location,River Level (m),Change in Level (m),Flood Event
3/1/2025 4:00,CR-001,01-03-2025 04-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.76,0.31,No
3/1/2025 4:00,CR-002,01-03-2025 04-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.95,1.13,No
3/1/2025 4:00,CR-003,01-03-2025 04-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.48,1.98,No
3/1/2025 4:00,CR-004,01-03-2025 04-00-00-CR-004,10.609654,-61.395995,Mid Caroni,1.81,-0.09,No
3/1/2025 4:00,CR-005,01-03-2025 04-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,2.56,-0.05,No
3/1/2025 4:00,CR-006,01-03-2025 04-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.11,-0.14,No
3/1/2025 4:00,CR-007,01-03-2025 04-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.01,-0.94,No
3/1/2025 4:00,CR-008,01-03-2025 04-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.83,0.97,Yes
3/1/2025 5:00,CR-001,01-03-2025 05-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.07,-0.69,No
3/1/2025 5:00,CR-002,01-03-2025 05-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.43,-0.52,No
3/1/2025 5:00,CR-003,01-03-2025 05-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.55,-0.93,No
3/1/2025 5:00,CR-004,01-03-2025 05-00-00-CR-004,10.609654,-61.395995,Mid Caroni,2.88,1.07,No
3/1/2025 5:00,CR-005,01-03-2025 05-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,2.44,-0.12,No
3/1/2025 5:00,CR-006,01-03-2025 05-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.74,1.63,No
3/1/2025 5:00,CR-007,01-03-2025 05-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.38,0.37,No
3/1/2025 5:00,CR-008,01-03-2025 05-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.2,-1.63,No
3/1/2025 6:00,CR-001,01-03-2025 06-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.76,0.69,No
3/1/2025 6:00,CR-002,01-03-2025 06-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.93,1.5,Yes
3/1/2025 6:00,CR-003,01-03-2025 06-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.02,0.47,No
3/1/2025 6:00,CR-004,01-03-2025 06-00-00-CR-004,10.609654,-61.395995,Mid Caroni,1.89,-0.99,No
3/1/2025 6:00,CR-005,01-03-2025 06-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.41,0.97,No
3/1/2025 6:00,CR-006,01-03-2025 06-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.46,-1.28,No
3/1/2025 6:00,CR-007,01-03-2025 06-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,3.25,0.87,No
3/1/2025 6:00,CR-008,01-03-2025 06-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.61,0.41,No
3/1/2025 7:00,CR-001,01-03-2025 07-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.1,-0.66,No
3/1/2025 7:00,CR-002,01-03-2025 07-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.66,-1.27,No
3/1/2025 7:00,CR-003,01-03-2025 07-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.87,-0.15,No
3/1/2025 7:00,CR-004,01-03-2025 07-00-00-CR-004,10.609654,-61.395995,Mid Caroni,2.71,0.82,No
3/1/2025 7:00,CR-005,01-03-2025 07-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.53,0.12,No
3/1/2025 7:00,CR-006,01-03-2025 07-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.86,1.4,Yes
3/1/2025 7:00,CR-007,01-03-2025 07-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,3.74,0.49,No
3/1/2025 7:00,CR-008,01-03-2025 07-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.84,1.23,Yes
3/1/2025 8:00,CR-001,01-03-2025 08-00-00-CR-001,10.62038,-61.466257,Caroni Source,1.73,-0.37,No
3/1/2025 8:00,CR-002,01-03-2025 08-00-00-CR-002,10.617247,-61.43931,Early Caroni,1.65,-1.01,No
3/1/2025 8:00,CR-003,01-03-2025 08-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.99,0.12,No
3/1/2025 8:00,CR-004,01-03-2025 08-00-00-CR-004,10.609654,-61.395995,Mid Caroni,1.98,-0.73,No
3/1/2025 8:00,CR-005,01-03-2025 08-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,1.65,-1.88,No
3/1/2025 8:00,CR-006,01-03-2025 08-00-00-CR-006,10.582769,-61.341406,Lower Caroni,1.65,-2.21,No
3/1/2025 8:00,CR-007,01-03-2025 08-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.46,-1.28,No
3/1/2025 8:00,CR-008,01-03-2025 08-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.43,-0.41,No
3/1/2025 9:00,CR-001,01-03-2025 09-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.5,0.77,No
3/1/2025 9:00,CR-002,01-03-2025 09-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.41,1.76,No
3/1/2025 9:00,CR-003,01-03-2025 09-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.14,-0.85,No
3/1/2025 9:00,CR-004,01-03-2025 09-00-00-CR-004,10.609654,-61.395995,Mid Caroni,1.96,-0.02,No
3/1/2025 9:00,CR-005,01-03-2025 09-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,2.01,0.36,No
3/1/2025 9:00,CR-006,01-03-2025 09-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.65,1,No
3/1/2025 9:00,CR-007,01-03-2025 09-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.18,-0.28,No
3/1/2025 9:00,CR-008,01-03-2025 09-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.48,0.05,No
3/1/2025 10:00,CR-001,01-03-2025 10-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.12,0.62,No
3/1/2025 10:00,CR-002,01-03-2025 10-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.89,-0.52,No
3/1/2025 10:00,CR-003,01-03-2025 10-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.47,1.33,No
3/1/2025 10:00,CR-004,01-03-2025 10-00-00-CR-004,10.609654,-61.395995,Mid Caroni,1.97,0.01,No
3/1/2025 10:00,CR-005,01-03-2025 10-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,2.13,0.12,No
3/1/2025 10:00,CR-006,01-03-2025 10-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.37,0.72,No
3/1/2025 10:00,CR-007,01-03-2025 10-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,3.13,0.95,No
3/1/2025 10:00,CR-008,01-03-2025 10-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.73,0.25,No
3/1/2025 11:00,CR-001,01-03-2025 11-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.28,-0.84,No
3/1/2025 11:00,CR-002,01-03-2025 11-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.19,0.3,No
3/1/2025 11:00,CR-003,01-03-2025 11-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.47,0,No
3/1/2025 11:00,CR-004,01-03-2025 11-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.21,1.24,No
3/1/2025 11:00,CR-005,01-03-2025 11-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.96,1.83,Yes
3/1/2025 11:00,CR-006,01-03-2025 11-00-00-CR-006,10.582769,-61.341406,Lower Caroni,1.54,-1.83,No
3/1/2025 11:00,CR-007,01-03-2025 11-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,3.19,0.06,No
3/1/2025 11:00,CR-008,01-03-2025 11-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.33,-1.4,No
3/1/2025 12:00,CR-001,01-03-2025 12-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.39,0.11,No
3/1/2025 12:00,CR-002,01-03-2025 12-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.32,-0.87,No
3/1/2025 12:00,CR-003,01-03-2025 12-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.05,-1.42,No
3/1/2025 12:00,CR-004,01-03-2025 12-00-00-CR-004,10.609654,-61.395995,Mid Caroni,2.13,-1.08,No
3/1/2025 12:00,CR-005,01-03-2025 12-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,1.91,-2.05,No
3/1/2025 12:00,CR-006,01-03-2025 12-00-00-CR-006,10.582769,-61.341406,Lower Caroni,1.84,0.3,No
3/1/2025 12:00,CR-007,01-03-2025 12-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.4,-0.79,No
3/1/2025 12:00,CR-008,01-03-2025 12-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.33,1,No
3/1/2025 13:00,CR-001,01-03-2025 13-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.62,0.23,No
3/1/2025 13:00,CR-002,01-03-2025 13-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.11,0.79,No
3/1/2025 13:00,CR-003,01-03-2025 13-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.53,0.48,No
3/1/2025 13:00,CR-004,01-03-2025 13-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.14,1.01,No
3/1/2025 13:00,CR-005,01-03-2025 13-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,2.07,0.16,No
3/1/2025 13:00,CR-006,01-03-2025 13-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.78,0.94,No
3/1/2025 13:00,CR-007,01-03-2025 13-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.61,0.21,No
3/1/2025 13:00,CR-008,01-03-2025 13-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.81,-0.52,No
3/1/2025 14:00,CR-001,01-03-2025 14-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.18,0.56,No
3/1/2025 14:00,CR-002,01-03-2025 14-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.21,0.1,No
3/1/2025 14:00,CR-003,01-03-2025 14-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.59,1.06,No
3/1/2025 14:00,CR-004,01-03-2025 14-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.36,0.22,No
3/1/2025 14:00,CR-005,01-03-2025 14-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.22,1.15,No
3/1/2025 14:00,CR-006,01-03-2025 14-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.6,0.82,No
3/1/2025 14:00,CR-007,01-03-2025 14-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.94,0.33,No
3/1/2025 14:00,CR-008,01-03-2025 14-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.27,0.46,No
3/1/2025 15:00,CR-001,01-03-2025 15-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.63,0.45,No
3/1/2025 15:00,CR-002,01-03-2025 15-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.68,-0.53,No
3/1/2025 15:00,CR-003,01-03-2025 15-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.45,-1.14,No
3/1/2025 15:00,CR-004,01-03-2025 15-00-00-CR-004,10.609654,-61.395995,Mid Caroni,2.14,-1.22,No
3/1/2025 15:00,CR-005,01-03-2025 15-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.24,0.02,No
3/1/2025 15:00,CR-006,01-03-2025 15-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.26,-0.34,No
3/1/2025 15:00,CR-007,01-03-2025 15-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.73,-0.21,No
3/1/2025 15:00,CR-008,01-03-2025 15-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,1.86,-1.41,No
3/1/2025 16:00,CR-001,01-03-2025 16-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.43,-0.2,No
3/1/2025 16:00,CR-002,01-03-2025 16-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.13,0.45,No
3/1/2025 16:00,CR-003,01-03-2025 16-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.28,0.83,No
3/1/2025 16:00,CR-004,01-03-2025 16-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.19,1.05,No
3/1/2025 16:00,CR-005,01-03-2025 16-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.21,-0.03,No
3/1/2025 16:00,CR-006,01-03-2025 16-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.73,0.47,No
3/1/2025 16:00,CR-007,01-03-2025 16-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,3.67,0.94,No
3/1/2025 16:00,CR-008,01-03-2025 16-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,1.52,-0.34,No
3/1/2025 17:00,CR-001,01-03-2025 17-00-00-CR-001,10.62038,-61.466257,Caroni Source,1.97,-1.46,No
3/1/2025 17:00,CR-002,01-03-2025 17-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.76,0.63,No
3/1/2025 17:00,CR-003,01-03-2025 17-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.51,-0.77,No
3/1/2025 17:00,CR-004,01-03-2025 17-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.87,0.68,Yes
3/1/2025 17:00,CR-005,01-03-2025 17-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,1.53,-1.68,No
3/1/2025 17:00,CR-006,01-03-2025 17-00-00-CR-006,10.582769,-61.341406,Lower Caroni,1.66,-2.07,No
3/1/2025 17:00,CR-007,01-03-2025 17-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,1.87,-1.8,No
3/1/2025 17:00,CR-008,01-03-2025 17-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.81,2.29,Yes
3/1/2025 18:00,CR-001,01-03-2025 18-00-00-CR-001,10.62038,-61.466257,Caroni Source,1.5,-0.47,No
3/1/2025 18:00,CR-002,01-03-2025 18-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.9,0.14,Yes
3/1/2025 18:00,CR-003,01-03-2025 18-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.25,0.74,No
3/1/2025 18:00,CR-004,01-03-2025 18-00-00-CR-004,10.609654,-61.395995,Mid Caroni,2.87,-1,No
3/1/2025 18:00,CR-005,01-03-2025 18-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.05,1.52,No
3/1/2025 18:00,CR-006,01-03-2025 18-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.93,1.27,No
3/1/2025 18:00,CR-007,01-03-2025 18-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.65,0.78,No
3/1/2025 18:00,CR-008,01-03-2025 18-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.06,-0.75,No
3/1/2025 19:00,CR-001,01-03-2025 19-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.24,0.74,No
3/1/2025 19:00,CR-002,01-03-2025 19-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.46,-1.44,No
3/1/2025 19:00,CR-003,01-03-2025 19-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,1.9,-1.35,No
3/1/2025 19:00,CR-004,01-03-2025 19-00-00-CR-004,10.609654,-61.395995,Mid Caroni,1.77,-1.1,No
3/1/2025 19:00,CR-005,01-03-2025 19-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.85,0.8,Yes
3/1/2025 19:00,CR-006,01-03-2025 19-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.01,-0.92,No
3/1/2025 19:00,CR-007,01-03-2025 19-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,1.56,-1.09,No
3/1/2025 19:00,CR-008,01-03-2025 19-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.08,0.02,No
3/1/2025 20:00,CR-001,01-03-2025 20-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.01,0.77,No
3/1/2025 20:00,CR-002,01-03-2025 20-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.54,1.08,No
3/1/2025 20:00,CR-003,01-03-2025 20-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.99,2.09,Yes
3/1/2025 20:00,CR-004,01-03-2025 20-00-00-CR-004,10.609654,-61.395995,Mid Caroni,2.94,1.17,No
3/1/2025 20:00,CR-005,01-03-2025 20-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.38,-0.47,No
3/1/2025 20:00,CR-006,01-03-2025 20-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.76,0.75,No
3/1/2025 20:00,CR-007,01-03-2025 20-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,1.94,0.38,No
3/1/2025 20:00,CR-008,01-03-2025 20-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.18,-0.9,No
3/1/2025 21:00,CR-001,01-03-2025 21-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.05,0.04,No
3/1/2025 21:00,CR-002,01-03-2025 21-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.41,-0.13,No
3/1/2025 21:00,CR-003,01-03-2025 21-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.45,-1.54,No
3/1/2025 21:00,CR-004,01-03-2025 21-00-00-CR-004,10.609654,-61.395995,Mid Caroni,2.21,-0.73,No
3/1/2025 21:00,CR-005,01-03-2025 21-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.66,0.28,No
3/1/2025 21:00,CR-006,01-03-2025 21-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.87,1.11,Yes
3/1/2025 21:00,CR-007,01-03-2025 21-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,3.19,1.25,No
3/1/2025 21:00,CR-008,01-03-2025 21-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,3.55,1.37,No
3/1/2025 22:00,CR-001,01-03-2025 22-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.8,0.75,No
3/1/2025 22:00,CR-002,01-03-2025 22-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.27,-0.14,No
3/1/2025 22:00,CR-003,01-03-2025 22-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.48,0.03,No
3/1/2025 22:00,CR-004,01-03-2025 22-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.19,0.98,No
3/1/2025 22:00,CR-005,01-03-2025 22-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.39,-0.27,No
3/1/2025 22:00,CR-006,01-03-2025 22-00-00-CR-006,10.582769,-61.341406,Lower Caroni,1.7,-2.17,No
3/1/2025 22:00,CR-007,01-03-2025 22-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,1.59,-1.6,No
3/1/2025 22:00,CR-008,01-03-2025 22-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.46,-1.09,No
3/1/2025 23:00,CR-001,01-03-2025 23-00-00-CR-001,10.62038,-61.466257,Caroni Source,2.19,-1.61,No
3/1/2025 23:00,CR-002,01-03-2025 23-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.82,0.55,Yes
3/1/2025 23:00,CR-003,01-03-2025 23-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,3.3,0.82,No
3/1/2025 23:00,CR-004,01-03-2025 23-00-00-CR-004,10.609654,-61.395995,Mid Caroni,1.75,-1.44,No
3/1/2025 23:00,CR-005,01-03-2025 23-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.01,-0.38,No
3/1/2025 23:00,CR-006,01-03-2025 23-00-00-CR-006,10.582769,-61.341406,Lower Caroni,3.83,2.13,Yes
3/1/2025 23:00,CR-007,01-03-2025 23-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,1.99,0.4,No
3/1/2025 23:00,CR-008,01-03-2025 23-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.89,0.43,No
3/2/2025 0:00,CR-001,02-03-2025 00-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.03,0.84,No
3/2/2025 0:00,CR-002,02-03-2025 00-00-00-CR-002,10.617247,-61.43931,Early Caroni,1.64,-2.18,No
3/2/2025 0:00,CR-003,02-03-2025 00-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.06,-1.24,No
3/2/2025 0:00,CR-004,02-03-2025 00-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.24,1.49,No
3/2/2025 0:00,CR-005,02-03-2025 00-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,2.68,-0.33,No
3/2/2025 0:00,CR-006,02-03-2025 00-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.48,-1.35,No
3/2/2025 0:00,CR-007,02-03-2025 00-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,2.46,0.47,No
3/2/2025 0:00,CR-008,02-03-2025 00-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.04,-0.85,No
3/2/2025 1:00,CR-001,02-03-2025 01-00-00-CR-001,10.62038,-61.466257,Caroni Source,3.74,0.71,No
3/2/2025 1:00,CR-002,02-03-2025 01-00-00-CR-002,10.617247,-61.43931,Early Caroni,3.75,2.11,No
3/2/2025 1:00,CR-003,02-03-2025 01-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.01,-0.05,No
3/2/2025 1:00,CR-004,02-03-2025 01-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.77,0.53,No
3/2/2025 1:00,CR-005,02-03-2025 01-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,1.56,-1.12,No
3/2/2025 1:00,CR-006,02-03-2025 01-00-00-CR-006,10.582769,-61.341406,Lower Caroni,2.04,-0.44,No
3/2/2025 1:00,CR-007,02-03-2025 01-00-00-CR-007,10.578663,-61.291224,Caroni Swamp Entrance,3.7,1.24,No
3/2/2025 1:00,CR-008,02-03-2025 01-00-00-CR-008,10.5799,-61.255061,Caroni River Mouth,2.7,0.66,No
3/2/2025 2:00,CR-001,02-03-2025 02-00-00-CR-001,10.62038,-61.466257,Caroni Source,1.65,-2.09,No
3/2/2025 2:00,CR-002,02-03-2025 02-00-00-CR-002,10.617247,-61.43931,Early Caroni,2.86,-0.89,No
3/2/2025 2:00,CR-003,02-03-2025 02-00-00-CR-003,10.616628,-61.420142,Mid Upper Caroni,2.19,0.18,No
3/2/2025 2:00,CR-004,02-03-2025 02-00-00-CR-004,10.609654,-61.395995,Mid Caroni,3.31,-0.46,No
3/2/2025 2:00,CR-005,02-03-2025 02-00-00-CR-005,10.606111,-61.374422,Mid Lower Caroni,3.55,1.99,No
