Timestamp,Sensor ID,Time_Sensor_ID,Latitude,Longitude,Location,Predicted Rainfall (mm),Actual Rainfall (mm),Predicted Windspeed (km/h),Actual Windspeed (km/h),Predicted Temperature (°C),Actual Temperature (°C),Predicted Humidity (%),Actual Humidity (%),Predicted Storm,Actual Storm
04/12/2025 9:02,CR-001,2025-04-12 09:02:45-CR-001,10.6406,-61.3994,St. Augustine,1.12,1.06,13.1,14.2,28,28.1,81.8,81.3,No,No
04/12/2025 9:03,CR-001,2025-04-12 09:03:00-CR-001,10.6406,-61.3994,St. Augustine,1.07,1.04,14.1,14,27.7,27.7,80.5,79.1,No,No
04/12/2025 9:03,CR-001,2025-04-12 09:03:15-CR-001,10.6406,-61.3994,St. Augustine,0.51,0.53,11.1,11.1,26.8,27.2,82,80.8,No,No
04/12/2025 9:03,CR-001,2025-04-12 09:03:30-CR-001,10.6406,-61.3994,St. Augustine,1.36,1.39,10.5,10.2,26.7,26.8,77.4,77.4,No,No
04/12/2025 9:03,CR-001,2025-04-12 09:03:45-CR-001,10.6406,-61.3994,St. Augustine,1.08,1.09,10.1,10.5,26.9,26.8,79,79,No,No
04/12/2025 9:04,CR-001,2025-04-12 09:04:00-CR-001,10.6406,-61.3994,St. Augustine,0.59,0.59,13.7,13.6,26.9,26.7,79.7,79.4,No,No
04/12/2025 9:04,CR-001,2025-04-12 09:04:15-CR-001,10.6406,-61.3994,St. Augustine,1.3,1.32,11.3,11.3,26.9,26.6,84.9,83.9,No,No
04/12/2025 9:04,CR-001,2025-04-12 09:04:30-CR-001,10.6406,-61.3994,St. Augustine,0.94,0.92,13.2,13.7,26.1,26.4,84.7,85.4,No,No
04/12/2025 9:04,CR-001,2025-04-12 09:04:45-CR-001,10.6406,-61.3994,St. Augustine,0.65,0.67,10,10.6,27.4,27.4,84.1,85.3,No,No
04/12/2025 9:05,CR-001,2025-04-12 09:05:00-CR-001,10.6406,-61.3994,St. Augustine,1.4,1.38,11.7,11.7,27.4,27.4,84.8,85.2,No,No
04/12/2025 9:05,CR-001,2025-04-12 09:05:15-CR-001,10.6406,-61.3994,St. Augustine,0.68,0.59,10.8,11.5,26.8,27,79.4,77.5,No,No
04/12/2025 9:05,CR-001,2025-04-12 09:05:30-CR-001,10.6406,-61.3994,St. Augustine,1.11,1.14,10.4,9.9,26.4,26.6,81.3,82.9,No,No
04/12/2025 9:05,CR-001,2025-04-12 09:05:45-CR-001,10.6406,-61.3994,St. Augustine,1.05,1.08,10.7,11.5,27.7,27.8,73.8,72.8,No,No
04/12/2025 9:06,CR-001,2025-04-12 09:06:00-CR-001,10.6406,-61.3994,St. Augustine,1.04,0.98,11.1,9.8,26.9,26.7,84.6,83.5,No,No
04/12/2025 9:06,CR-001,2025-04-12 09:06:15-CR-001,10.6406,-61.3994,St. Augustine,1.15,1.16,10.7,11.3,27.5,27.5,70.1,71.8,No,No
04/12/2025 9:06,CR-001,2025-04-12 09:06:30-CR-001,10.6406,-61.3994,St. Augustine,1.34,1.35,11.8,11.7,27,27.6,80.1,81.2,No,No
04/12/2025 9:06,CR-001,2025-04-12 09:06:45-CR-001,10.6406,-61.3994,St. Augustine,0.79,0.78,11.1,10.8,27.2,27.1,79.2,80.1,No,No
04/12/2025 9:07,CR-001,2025-04-12 09:07:00-CR-001,10.6406,-61.3994,St. Augustine,0.79,0.84,13.3,13.1,27.6,27.5,75.4,74.3,No,No
04/12/2025 9:07,CR-001,2025-04-12 09:07:15-CR-001,10.6406,-61.3994,St. Augustine,1.38,1.34,13.8,13.4,26.2,25.9,76.7,74.6,No,No
04/12/2025 9:07,CR-001,2025-04-12 09:07:30-CR-001,10.6406,-61.3994,St. Augustine,1.11,1.09,13.4,14,26.3,26.6,70,69.5,No,No
04/12/2025 9:07,CR-001,2025-04-12 09:07:45-CR-001,10.6406,-61.3994,St. Augustine,1.32,1.23,13,12.2,27.5,27.7,74.4,74.2,Yes,No
04/12/2025 9:08,CR-001,2025-04-12 09:08:00-CR-001,10.6406,-61.3994,St. Augustine,0.75,0.65,10.2,10.9,27.1,27.1,77.9,77,Yes,No
04/12/2025 9:08,CR-001,2025-04-12 09:08:15-CR-001,10.6406,-61.3994,St. Augustine,1.38,1.43,10.3,10.6,27.7,27.8,77,77.4,Yes,No
04/12/2025 9:08,CR-001,2025-04-12 09:08:30-CR-001,10.6406,-61.3994,St. Augustine,1.09,1.12,12.9,13.2,26.4,26.2,83.5,83,Yes,No
04/12/2025 9:08,CR-001,2025-04-12 09:08:45-CR-001,10.6406,-61.3994,St. Augustine,1.27,1.21,13.3,14.2,27.2,27.3,83.2,82.9,Yes,No
04/12/2025 9:09,CR-001,2025-04-12 09:09:00-CR-001,10.6406,-61.3994,St. Augustine,0.66,0.64,14.8,14.9,27.7,27.7,71,72.3,Yes,No
04/12/2025 9:09,CR-001,2025-04-12 09:09:15-CR-001,10.6406,-61.3994,St. Augustine,1.21,1.27,13,12.4,26.1,25.9,70.8,72.4,Yes,No
04/12/2025 9:09,CR-001,2025-04-12 09:09:30-CR-001,10.6406,-61.3994,St. Augustine,0.82,0.82,14.8,15.1,27,26.9,73.7,71.9,Yes,No
04/12/2025 9:09,CR-001,2025-04-12 09:09:45-CR-001,10.6406,-61.3994,St. Augustine,0.66,0.65,12.7,12.9,27.7,27.9,78.2,79.2,Yes,No
04/12/2025 9:10,CR-001,2025-04-12 09:10:00-CR-001,10.6406,-61.3994,St. Augustine,0.73,0.8,11.5,11.9,27.1,26.8,84.7,85.7,Yes,No
04/12/2025 9:10,CR-001,2025-04-12 09:10:15-CR-001,10.6406,-61.3994,St. Augustine,0.94,1.1,14.7,16.9,27.1,27.3,75.7,79.3,Yes,Yes
04/12/2025 9:10,CR-001,2025-04-12 09:10:30-CR-001,10.6406,-61.3994,St. Augustine,0.7,0.79,10.8,12.7,27.5,27.5,84.5,88.4,Yes,Yes
04/12/2025 9:10,CR-001,2025-04-12 09:10:45-CR-001,10.6406,-61.3994,St. Augustine,1.13,1.31,10.1,11.6,27.6,27.1,71.5,77.8,Yes,Yes
04/12/2025 9:11,CR-001,2025-04-12 09:11:00-CR-001,10.6406,-61.3994,St. Augustine,1.44,1.57,10.8,13.5,26.4,26,70.8,76.6,Yes,Yes
04/12/2025 9:11,CR-001,2025-04-12 09:11:15-CR-001,10.6406,-61.3994,St. Augustine,0.6,0.68,13.1,15.4,27,27.1,73.6,77.3,Yes,Yes
04/12/2025 9:11,CR-001,2025-04-12 09:11:30-CR-001,10.6406,-61.3994,St. Augustine,1.33,1.39,12,13.9,26,25.8,72.7,75.5,Yes,Yes
04/12/2025 9:11,CR-001,2025-04-12 09:11:45-CR-001,10.6406,-61.3994,St. Augustine,1.3,1.35,10.5,12.8,26.3,26.2,72.6,78.5,Yes,Yes
04/12/2025 9:12,CR-001,2025-04-12 09:12:00-CR-001,10.6406,-61.3994,St. Augustine,1.42,1.49,13.4,15.2,26.5,26.2,84.2,89.2,Yes,Yes
04/12/2025 9:12,CR-001,2025-04-12 09:12:15-CR-001,10.6406,-61.3994,St. Augustine,1.15,1.21,13.8,15.7,27.1,26.9,76.3,81.3,Yes,Yes
04/12/2025 9:12,CR-001,2025-04-12 09:12:30-CR-001,10.6406,-61.3994,St. Augustine,0.51,0.59,11,12.5,27.5,27.4,71.5,75.4,Yes,Yes
04/12/2025 9:12,CR-001,2025-04-12 09:12:45-CR-001,10.6406,-61.3994,St. Augustine,1.25,1.31,10.1,12.6,28,28.1,82.9,88.3,Yes,Yes
04/12/2025 9:13,CR-001,2025-04-12 09:13:00-CR-001,10.6406,-61.3994,St. Augustine,0.53,0.65,14.6,17,27.9,27.7,71.5,76.2,Yes,Yes
04/12/2025 9:13,CR-001,2025-04-12 09:13:15-CR-001,10.6406,-61.3994,St. Augustine,0.59,0.84,14.4,16.7,27.2,27.1,78.4,85.2,Yes,Yes
04/12/2025 9:13,CR-001,2025-04-12 09:13:30-CR-001,10.6406,-61.3994,St. Augustine,1.23,1.33,14,15.5,26.1,26,83.8,87.4,Yes,Yes
04/12/2025 9:13,CR-001,2025-04-12 09:13:45-CR-001,10.6406,-61.3994,St. Augustine,1.36,1.54,12.4,14.8,27.9,28,75.5,78.9,Yes,Yes
04/12/2025 9:14,CR-001,2025-04-12 09:14:00-CR-001,10.6406,-61.3994,St. Augustine,1.16,1.36,13,14.9,26.8,26.8,70.4,75.5,Yes,Yes
04/12/2025 9:14,CR-001,2025-04-12 09:14:15-CR-001,10.6406,-61.3994,St. Augustine,1.33,1.46,10.7,12,26.5,26.2,76.1,79.9,Yes,Yes
04/12/2025 9:14,CR-001,2025-04-12 09:14:30-CR-001,10.6406,-61.3994,St. Augustine,1.04,1.25,12.6,14.8,27.1,26.8,79.1,84,Yes,Yes
04/12/2025 9:14,CR-001,2025-04-12 09:14:45-CR-001,10.6406,-61.3994,St. Augustine,0.66,0.77,13,14.4,27.3,27.2,80.6,86.8,Yes,Yes
04/12/2025 9:15,CR-001,2025-04-12 09:15:00-CR-001,10.6406,-61.3994,St. Augustine,0.84,0.93,13.5,15.1,28,27.7,74.6,80.1,Yes,Yes
04/12/2025 9:15,CR-001,2025-04-12 09:15:15-CR-001,10.6406,-61.3994,St. Augustine,0.82,0.97,13.5,14.5,27.4,27.2,76.1,80.4,Yes,Yes
04/12/2025 9:15,CR-001,2025-04-12 09:15:30-CR-001,10.6406,-61.3994,St. Augustine,0.62,0.76,10.7,12.3,27.1,26.9,78,82.3,Yes,Yes
04/12/2025 9:15,CR-001,2025-04-12 09:15:45-CR-001,10.6406,-61.3994,St. Augustine,1.48,1.6,14.1,16.9,27.7,27.5,76.9,82.2,Yes,Yes
04/12/2025 9:16,CR-001,2025-04-12 09:16:00-CR-001,10.6406,-61.3994,St. Augustine,1.44,1.54,12.3,14.4,26.8,26.8,71.4,75.8,Yes,Yes
04/12/2025 9:16,CR-001,2025-04-12 09:16:15-CR-001,10.6406,-61.3994,St. Augustine,1.11,1.17,12,13.2,27.6,27.2,80.9,84.9,Yes,Yes
04/12/2025 9:16,CR-001,2025-04-12 09:16:30-CR-001,10.6406,-61.3994,St. Augustine,0.6,0.7,11.3,12.7,27.5,27.4,74.6,79.8,Yes,Yes
04/12/2025 9:16,CR-001,2025-04-12 09:16:45-CR-001,10.6406,-61.3994,St. Augustine,1.16,1.26,12.9,15.2,26,25.7,81.6,86.4,Yes,Yes
04/12/2025 9:17,CR-001,2025-04-12 09:17:00-CR-001,10.6406,-61.3994,St. Augustine,1.25,1.39,13.7,15.7,26.5,26.5,73.3,77.6,Yes,Yes
04/12/2025 9:17,CR-001,2025-04-12 09:17:15-CR-001,10.6406,-61.3994,St. Augustine,0.99,1.19,13.9,15.7,27.1,26.8,81.3,86.3,Yes,Yes
04/12/2025 9:17,CR-001,2025-04-12 09:17:30-CR-001,10.6406,-61.3994,St. Augustine,0.95,1.05,14.8,16.8,27.1,26.7,73.2,77.8,Yes,Yes
04/12/2025 9:17,CR-001,2025-04-12 09:17:45-CR-001,10.6406,-61.3994,St. Augustine,1.2,1.3,10.4,12.4,27.6,27.2,70.9,76.3,Yes,Yes
04/12/2025 9:18,CR-001,2025-04-12 09:18:00-CR-001,10.6406,-61.3994,St. Augustine,0.84,1,14.7,17,27.4,27.4,81,85.5,Yes,Yes
04/12/2025 9:18,CR-001,2025-04-12 09:18:15-CR-001,10.6406,-61.3994,St. Augustine,0.76,0.9,11.1,12.8,27.1,26.6,75.1,80.1,Yes,Yes
04/12/2025 9:18,CR-001,2025-04-12 09:18:30-CR-001,10.6406,-61.3994,St. Augustine,0.61,0.79,10.6,13.2,27.8,28.1,84.5,89.3,Yes,Yes
04/12/2025 9:18,CR-001,2025-04-12 09:18:45-CR-001,10.6406,-61.3994,St. Augustine,0.78,0.91,11.5,13.2,26.9,26.5,73.8,78.7,Yes,Yes
04/12/2025 9:19,CR-001,2025-04-12 09:19:00-CR-001,10.6406,-61.3994,St. Augustine,0.75,0.82,12.6,14.8,26.7,26.6,75.4,80.4,Yes,Yes
04/12/2025 9:19,CR-001,2025-04-12 09:19:15-CR-001,10.6406,-61.3994,St. Augustine,1.19,1.28,14.8,16.1,26.9,26.7,75.9,80.4,Yes,Yes
04/12/2025 9:19,CR-001,2025-04-12 09:19:30-CR-001,10.6406,-61.3994,St. Augustine,1.21,1.25,12.1,13.8,26.5,26.3,78,83.4,Yes,Yes
04/12/2025 9:19,CR-001,2025-04-12 09:19:45-CR-001,10.6406,-61.3994,St. Augustine,0.89,0.9,10.1,11.1,26.6,26.1,74.8,78.2,Yes,Yes
04/12/2025 9:20,CR-001,2025-04-12 09:20:00-CR-001,10.6406,-61.3994,St. Augustine,0.84,0.93,14.4,16.3,26.9,26.8,79.5,84,Yes,Yes
04/12/2025 9:20,CR-001,2025-04-12 09:20:15-CR-001,10.6406,-61.3994,St. Augustine,0.6,0.74,14.3,16.7,27.8,27.5,78.7,84.2,Yes,Yes
04/12/2025 9:20,CR-001,2025-04-12 09:20:30-CR-001,10.6406,-61.3994,St. Augustine,1.06,1.12,13.9,16.1,27.3,27,74.7,80.1,Yes,Yes
04/12/2025 9:20,CR-001,2025-04-12 09:20:45-CR-001,10.6406,-61.3994,St. Augustine,1.42,1.52,13.1,14.7,27.8,27.4,82.5,87.1,Yes,Yes
04/12/2025 9:21,CR-001,2025-04-12 09:21:00-CR-001,10.6406,-61.3994,St. Augustine,1.13,1.11,12.8,15,27.7,27.6,73.8,79.4,Yes,Yes
04/12/2025 9:21,CR-001,2025-04-12 09:21:15-CR-001,10.6406,-61.3994,St. Augustine,1.09,1.29,11.4,13.7,26,25.8,82.8,87.3,Yes,Yes
04/12/2025 9:21,CR-001,2025-04-12 09:21:30-CR-001,10.6406,-61.3994,St. Augustine,1.39,1.46,10.4,12.5,27,27.2,77.2,81.6,Yes,Yes
04/12/2025 9:21,CR-001,2025-04-12 09:21:45-CR-001,10.6406,-61.3994,St. Augustine,1.07,1.17,13.1,14.2,26.6,26.6,70.6,75.1,Yes,Yes
04/12/2025 9:22,CR-001,2025-04-12 09:22:00-CR-001,10.6406,-61.3994,St. Augustine,1.4,1.53,13.9,16.3,27.1,27,70.6,75.1,Yes,Yes
04/12/2025 9:22,CR-001,2025-04-12 09:22:15-CR-001,10.6406,-61.3994,St. Augustine,0.98,1.08,14.6,16.4,27.3,26.8,73.6,78.1,Yes,Yes
04/12/2025 9:22,CR-001,2025-04-12 09:22:30-CR-001,10.6406,-61.3994,St. Augustine,0.91,1.02,13.8,15,27.4,27.3,71.9,75.2,Yes,Yes
04/12/2025 9:22,CR-001,2025-04-12 09:22:45-CR-001,10.6406,-61.3994,St. Augustine,0.95,1.02,11.3,13.5,26.3,26.2,83.9,88.7,Yes,Yes
04/12/2025 9:23,CR-001,2025-04-12 09:23:00-CR-001,10.6406,-61.3994,St. Augustine,1.42,1.48,13.5,15.1,26.1,25.9,82,87.9,Yes,Yes
04/12/2025 9:23,CR-001,2025-04-12 09:23:15-CR-001,10.6406,-61.3994,St. Augustine,0.82,0.96,10.6,12,26.3,26.2,75.1,79.2,Yes,Yes
04/12/2025 9:23,CR-001,2025-04-12 09:23:30-CR-001,10.6406,-61.3994,St. Augustine,1.13,1.3,11.9,14.6,26.6,26.6,80.3,86.9,Yes,Yes
04/12/2025 9:23,CR-001,2025-04-12 09:23:45-CR-001,10.6406,-61.3994,St. Augustine,1.38,1.5,11,13.1,27.4,27.1,70.4,75.8,Yes,Yes
04/12/2025 9:24,CR-001,2025-04-12 09:24:00-CR-001,10.6406,-61.3994,St. Augustine,0.77,0.82,13.2,15,28,27.9,77.3,83.1,Yes,Yes
04/12/2025 9:24,CR-001,2025-04-12 09:24:15-CR-001,10.6406,-61.3994,St. Augustine,1.46,1.57,13.3,15.1,26.6,26.7,84,91.6,Yes,Yes
04/12/2025 9:24,CR-001,2025-04-12 09:24:30-CR-001,10.6406,-61.3994,St. Augustine,1.35,1.53,14.8,16.2,27.7,27.6,84.6,90,Yes,Yes
04/12/2025 9:24,CR-001,2025-04-12 09:24:45-CR-001,10.6406,-61.3994,St. Augustine,0.64,0.73,14.4,16.2,26.3,26,77.5,83.9,Yes,Yes
04/12/2025 9:25,CR-001,2025-04-12 09:25:00-CR-001,10.6406,-61.3994,St. Augustine,0.7,0.77,13.2,14,26.9,26.5,74.8,79.1,Yes,Yes
04/12/2025 9:25,CR-001,2025-04-12 09:25:15-CR-001,10.6406,-61.3994,St. Augustine,0.61,0.7,14.3,16,26.5,26.3,80.3,85.8,Yes,Yes
04/12/2025 9:25,CR-001,2025-04-12 09:25:30-CR-001,10.6406,-61.3994,St. Augustine,0.63,0.76,14,17,26.2,25.8,70.2,73.5,Yes,Yes
04/12/2025 9:25,CR-001,2025-04-12 09:25:45-CR-001,10.6406,-61.3994,St. Augustine,0.95,1.04,10.4,11.8,26.6,26.6,76.7,81.6,Yes,Yes
04/12/2025 9:26,CR-001,2025-04-12 09:26:00-CR-001,10.6406,-61.3994,St. Augustine,1.23,1.34,14.9,15.8,26.2,25.7,75,80.4,Yes,Yes
04/12/2025 9:26,CR-001,2025-04-12 09:26:15-CR-001,10.6406,-61.3994,St. Augustine,0.79,0.96,11.7,14,26.1,26,72.3,77.2,Yes,Yes
04/12/2025 9:26,CR-001,2025-04-12 09:26:30-CR-001,10.6406,-61.3994,St. Augustine,1.16,1.31,10.9,12.6,27.5,27.2,73.8,79.1,Yes,Yes
04/12/2025 9:26,CR-001,2025-04-12 09:26:45-CR-001,10.6406,-61.3994,St. Augustine,0.65,0.73,14.2,16.5,27.6,27.5,76.1,79.7,Yes,Yes
04/12/2025 9:27,CR-001,2025-04-12 09:27:00-CR-001,10.6406,-61.3994,St. Augustine,0.89,0.99,14.6,15.9,27.1,26.8,76.2,81,Yes,Yes
04/12/2025 9:27,CR-001,2025-04-12 09:27:15-CR-001,10.6406,-61.3994,St. Augustine,0.79,0.9,11.5,13.4,26.3,26,84.1,89.3,Yes,Yes
04/12/2025 9:27,CR-001,2025-04-12 09:27:30-CR-001,10.6406,-61.3994,St. Augustine,0.77,0.84,12.1,14,27.1,26.8,74.2,79.7,Yes,Yes
04/12/2025 9:27,CR-001,2025-04-12 09:27:45-CR-001,10.6406,-61.3994,St. Augustine,1.06,1.12,10.2,13,26.8,26.4,70.6,74.6,Yes,Yes
04/12/2025 9:28,CR-001,2025-04-12 09:28:00-CR-001,10.6406,-61.3994,St. Augustine,0.9,1.02,12,14.1,26.2,26.4,73.4,76.8,Yes,Yes
04/12/2025 9:28,CR-001,2025-04-12 09:28:15-CR-001,10.6406,-61.3994,St. Augustine,0.65,0.79,13.1,14.6,26.4,26.3,81.2,84.8,Yes,Yes
04/12/2025 9:28,CR-001,2025-04-12 09:28:30-CR-001,10.6406,-61.3994,St. Augustine,1.47,1.66,11.7,14,27.8,27.7,75.6,81.5,Yes,Yes
04/12/2025 9:28,CR-001,2025-04-12 09:28:45-CR-001,10.6406,-61.3994,St. Augustine,1.13,1.13,12.7,13.4,26.2,25.7,75.9,82.2,Yes,Yes
04/12/2025 9:29,CR-001,2025-04-12 09:29:00-CR-001,10.6406,-61.3994,St. Augustine,1.3,1.41,13.7,16.4,26.5,26,78.1,82.9,Yes,Yes
04/12/2025 9:29,CR-001,2025-04-12 09:29:15-CR-001,10.6406,-61.3994,St. Augustine,1.09,1.19,12.9,14.4,26.4,26,79.3,83,Yes,Yes
04/12/2025 9:29,CR-001,2025-04-12 09:29:30-CR-001,10.6406,-61.3994,St. Augustine,1.48,1.58,11.6,12.7,27.5,27.4,82.3,86.9,Yes,Yes
04/12/2025 9:29,CR-001,2025-04-12 09:29:45-CR-001,10.6406,-61.3994,St. Augustine,0.74,0.92,10.5,12.9,26.1,25.5,84.5,90.7,Yes,Yes
04/12/2025 9:30,CR-001,2025-04-12 09:30:00-CR-001,10.6406,-61.3994,St. Augustine,1.23,1.29,11.6,13.9,26.1,25.9,71.6,78.9,Yes,Yes
04/12/2025 9:00,CR-002,2025-04-12 09:00:00-CR-002,10.5682,-61.3702,Cunupia,1.09,1.04,10.8,11,26.8,27.1,75.1,76.1,No,No
04/12/2025 9:00,CR-002,2025-04-12 09:00:15-CR-002,10.5682,-61.3702,Cunupia,1.43,1.4,14.2,14.5,27.4,27.4,72.1,71.9,No,No
04/12/2025 9:00,CR-002,2025-04-12 09:00:30-CR-002,10.5682,-61.3702,Cunupia,1.01,1.04,12.2,12.4,27.5,27.6,74,72.6,No,No
04/12/2025 9:00,CR-002,2025-04-12 09:00:45-CR-002,10.5682,-61.3702,Cunupia,0.72,0.75,10.4,10.8,27.7,27.6,81,82.4,No,No
04/12/2025 9:01,CR-002,2025-04-12 09:01:00-CR-002,10.5682,-61.3702,Cunupia,0.52,0.49,10.7,11,27.8,28.3,79.3,79.4,No,No
04/12/2025 9:01,CR-002,2025-04-12 09:01:15-CR-002,10.5682,-61.3702,Cunupia,0.91,0.88,13.3,13.4,27.1,27.1,74.8,72.7,No,No
04/12/2025 9:01,CR-002,2025-04-12 09:01:30-CR-002,10.5682,-61.3702,Cunupia,1.08,1.08,12.7,12,27.6,27.9,73.8,75.6,No,No
04/12/2025 9:01,CR-002,2025-04-12 09:01:45-CR-002,10.5682,-61.3702,Cunupia,0.99,0.99,10.8,11,27.2,27.1,78.5,80.1,No,No
04/12/2025 9:02,CR-002,2025-04-12 09:02:00-CR-002,10.5682,-61.3702,Cunupia,1.02,1.03,15,15.6,26.1,26.4,84,84.3,No,No
04/12/2025 9:02,CR-002,2025-04-12 09:02:15-CR-002,10.5682,-61.3702,Cunupia,1.12,1.12,14.3,13.9,26.1,26.2,82.4,82.4,No,No
04/12/2025 9:02,CR-002,2025-04-12 09:02:30-CR-002,10.5682,-61.3702,Cunupia,0.65,0.75,11,11,26.6,26.7,80.7,80.8,No,No
04/12/2025 9:02,CR-002,2025-04-12 09:02:45-CR-002,10.5682,-61.3702,Cunupia,0.78,0.75,13.7,13.9,26.8,26.9,82.3,82,No,No
04/12/2025 9:03,CR-002,2025-04-12 09:03:00-CR-002,10.5682,-61.3702,Cunupia,0.67,0.67,13.4,12.8,26.5,26.5,79.5,81,No,No
04/12/2025 9:03,CR-002,2025-04-12 09:03:15-CR-002,10.5682,-61.3702,Cunupia,0.72,0.66,12.1,10.9,26.6,26.5,73.4,72.5,No,No
04/12/2025 9:03,CR-002,2025-04-12 09:03:30-CR-002,10.5682,-61.3702,Cunupia,0.9,0.87,10.9,10.2,26.9,27.2,78.1,80.1,No,No
04/12/2025 9:03,CR-002,2025-04-12 09:03:45-CR-002,10.5682,-61.3702,Cunupia,0.9,0.86,11,11.1,27.7,27.6,78.2,78,No,No
04/12/2025 9:04,CR-002,2025-04-12 09:04:00-CR-002,10.5682,-61.3702,Cunupia,1.18,1.31,10.1,10.3,26.3,26.2,75.8,77.1,No,No
04/12/2025 9:04,CR-002,2025-04-12 09:04:15-CR-002,10.5682,-61.3702,Cunupia,1.06,1,12.9,13.5,27.4,27.4,75.7,76.5,No,No
04/12/2025 9:04,CR-002,2025-04-12 09:04:30-CR-002,10.5682,-61.3702,Cunupia,1.32,1.3,10.4,10.2,27.8,27.8,75.2,75.5,No,No
04/12/2025 9:04,CR-002,2025-04-12 09:04:45-CR-002,10.5682,-61.3702,Cunupia,0.75,0.69,10.5,10,27.5,27.6,76.6,75.2,No,No
04/12/2025 9:05,CR-002,2025-04-12 09:05:00-CR-002,10.5682,-61.3702,Cunupia,1.35,1.36,10.7,11.1,26.8,26.6,80.3,81.7,No,No
04/12/2025 9:05,CR-002,2025-04-12 09:05:15-CR-002,10.5682,-61.3702,Cunupia,0.73,0.65,13.1,12.7,27.1,26.8,80.5,81.2,No,No
04/12/2025 9:05,CR-002,2025-04-12 09:05:30-CR-002,10.5682,-61.3702,Cunupia,1.14,1.18,11.3,11.4,27,27.1,72.5,72.2,No,No
04/12/2025 9:05,CR-002,2025-04-12 09:05:45-CR-002,10.5682,-61.3702,Cunupia,1.19,1.3,11.7,11.2,26.8,27,73.6,73.9,No,No
04/12/2025 9:06,CR-002,2025-04-12 09:06:00-CR-002,10.5682,-61.3702,Cunupia,1.47,1.53,14.9,14.7,26,26.3,79.9,79.7,No,No
04/12/2025 9:06,CR-002,2025-04-12 09:06:15-CR-002,10.5682,-61.3702,Cunupia,0.82,0.83,12.7,11.1,26.3,26.5,80.1,79.9,No,No
04/12/2025 9:06,CR-002,2025-04-12 09:06:30-CR-002,10.5682,-61.3702,Cunupia,0.95,0.94,14.5,13.3,27.2,27.2,75.4,74.5,No,No
04/12/2025 9:06,CR-002,2025-04-12 09:06:45-CR-002,10.5682,-61.3702,Cunupia,1.31,1.28,11.4,11.1,27.9,27.9,82.4,81.3,No,No
04/12/2025 9:07,CR-002,2025-04-12 09:07:00-CR-002,10.5682,-61.3702,Cunupia,0.59,0.55,12,11.9,27.3,27.6,73.9,72.7,No,No
04/12/2025 9:07,CR-002,2025-04-12 09:07:15-CR-002,10.5682,-61.3702,Cunupia,0.78,0.83,12.7,12.8,27.6,27.5,75,74.9,No,No
04/12/2025 9:07,CR-002,2025-04-12 09:07:30-CR-002,10.5682,-61.3702,Cunupia,1.37,1.28,12.4,12.7,27.5,27.4,82.7,82.3,No,No
04/12/2025 9:07,CR-002,2025-04-12 09:07:45-CR-002,10.5682,-61.3702,Cunupia,1.5,1.5,11.8,11.4,26.6,26.3,70.5,69.3,Yes,No
04/12/2025 9:08,CR-002,2025-04-12 09:08:00-CR-002,10.5682,-61.3702,Cunupia,1.36,1.37,10.2,10.3,27.2,27.2,80.1,81.1,Yes,No
